product_id,category,sub_category,article_type,gender,base_colour,season,usage,display_name,image_path
13535,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13535,/data/images/13535.jpg
10632,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10632,/data/images/10632.jpg
17443,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17443,/data/images/17443.jpg
16047,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16047,/data/images/16047.jpg
20141,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 20141,/data/images/20141.jpg
34115,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34115,/data/images/34115.jpg
17558,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17558,/data/images/17558.jpg
18946,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 18946,/data/images/18946.jpg
25414,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25414,/data/images/25414.jpg
22909,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22909,/data/images/22909.jpg
21543,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21543,/data/images/21543.jpg
26666,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26666,/data/images/26666.jpg
14813,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14813,/data/images/14813.jpg
32926,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32926,/data/images/32926.jpg
11866,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11866,/data/images/11866.jpg
15097,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15097,/data/images/15097.jpg
33534,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33534,/data/images/33534.jpg
25163,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25163,/data/images/25163.jpg
17334,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17334,/data/images/17334.jpg
28730,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28730,/data/images/28730.jpg
32433,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32433,/data/images/32433.jpg
30746,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30746,/data/images/30746.jpg
12863,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 12863,/data/images/12863.jpg
33076,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33076,/data/images/33076.jpg
13246,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13246,/data/images/13246.jpg
15363,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15363,/data/images/15363.jpg
34473,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34473,/data/images/34473.jpg
25882,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25882,/data/images/25882.jpg
34113,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34113,/data/images/34113.jpg
30112,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30112,/data/images/30112.jpg
1889,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 1889,/data/images/1889.jpg
23108,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 23108,/data/images/23108.jpg
31117,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 31117,/data/images/31117.jpg
21897,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21897,/data/images/21897.jpg
34182,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34182,/data/images/34182.jpg
15924,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15924,/data/images/15924.jpg
18772,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 18772,/data/images/18772.jpg
29575,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29575,/data/images/29575.jpg
22135,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22135,/data/images/22135.jpg
26325,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26325,/data/images/26325.jpg
19665,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19665,/data/images/19665.jpg
16063,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16063,/data/images/16063.jpg
29446,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29446,/data/images/29446.jpg
13264,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13264,/data/images/13264.jpg
11783,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11783,/data/images/11783.jpg
17094,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17094,/data/images/17094.jpg
16464,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16464,/data/images/16464.jpg
17490,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17490,/data/images/17490.jpg
15393,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15393,/data/images/15393.jpg
21319,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21319,/data/images/21319.jpg
27263,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 27263,/data/images/27263.jpg
23727,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 23727,/data/images/23727.jpg
22110,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22110,/data/images/22110.jpg
11349,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11349,/data/images/11349.jpg
12920,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 12920,/data/images/12920.jpg
19537,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19537,/data/images/19537.jpg
15938,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15938,/data/images/15938.jpg
17141,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17141,/data/images/17141.jpg
10096,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10096,/data/images/10096.jpg
14453,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14453,/data/images/14453.jpg
14487,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14487,/data/images/14487.jpg
26590,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26590,/data/images/26590.jpg
21224,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21224,/data/images/21224.jpg
29747,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29747,/data/images/29747.jpg
34649,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34649,/data/images/34649.jpg
25386,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25386,/data/images/25386.jpg
22932,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22932,/data/images/22932.jpg
15481,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15481,/data/images/15481.jpg
10326,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10326,/data/images/10326.jpg
1848,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 1848,/data/images/1848.jpg
19592,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19592,/data/images/19592.jpg
25071,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25071,/data/images/25071.jpg
33506,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33506,/data/images/33506.jpg
33494,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33494,/data/images/33494.jpg
30599,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30599,/data/images/30599.jpg
24487,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24487,/data/images/24487.jpg
10134,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10134,/data/images/10134.jpg
20735,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 20735,/data/images/20735.jpg
2276,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 2276,/data/images/2276.jpg
24529,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24529,/data/images/24529.jpg
19620,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19620,/data/images/19620.jpg
18740,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 18740,/data/images/18740.jpg
13680,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13680,/data/images/13680.jpg
13981,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13981,/data/images/13981.jpg
24972,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24972,/data/images/24972.jpg
13871,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13871,/data/images/13871.jpg
19942,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19942,/data/images/19942.jpg
2109,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 2109,/data/images/2109.jpg
10755,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10755,/data/images/10755.jpg
31202,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 31202,/data/images/31202.jpg
22326,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22326,/data/images/22326.jpg
21113,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21113,/data/images/21113.jpg
18861,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 18861,/data/images/18861.jpg
29963,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29963,/data/images/29963.jpg
20850,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 20850,/data/images/20850.jpg
24293,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24293,/data/images/24293.jpg
11084,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11084,/data/images/11084.jpg
16832,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16832,/data/images/16832.jpg
19738,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19738,/data/images/19738.jpg
21335,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21335,/data/images/21335.jpg
16742,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16742,/data/images/16742.jpg
10998,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10998,/data/images/10998.jpg
10020,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10020,/data/images/10020.jpg
10348,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10348,/data/images/10348.jpg
17211,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17211,/data/images/17211.jpg
25179,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25179,/data/images/25179.jpg
11558,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11558,/data/images/11558.jpg
10510,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10510,/data/images/10510.jpg
2165,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 2165,/data/images/2165.jpg
11033,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11033,/data/images/11033.jpg
19142,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19142,/data/images/19142.jpg
14943,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14943,/data/images/14943.jpg
26933,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26933,/data/images/26933.jpg
17996,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17996,/data/images/17996.jpg
34261,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34261,/data/images/34261.jpg
27205,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 27205,/data/images/27205.jpg
27184,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 27184,/data/images/27184.jpg
15312,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15312,/data/images/15312.jpg
29955,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29955,/data/images/29955.jpg
24364,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24364,/data/images/24364.jpg
24380,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24380,/data/images/24380.jpg
28218,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28218,/data/images/28218.jpg
34653,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34653,/data/images/34653.jpg
12344,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 12344,/data/images/12344.jpg
33946,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33946,/data/images/33946.jpg
22295,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22295,/data/images/22295.jpg
12156,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 12156,/data/images/12156.jpg
19231,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19231,/data/images/19231.jpg
30542,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30542,/data/images/30542.jpg
28832,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28832,/data/images/28832.jpg
23905,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 23905,/data/images/23905.jpg
28030,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28030,/data/images/28030.jpg
29581,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29581,/data/images/29581.jpg
22830,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22830,/data/images/22830.jpg
16112,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16112,/data/images/16112.jpg
23965,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 23965,/data/images/23965.jpg
29949,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29949,/data/images/29949.jpg
29927,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29927,/data/images/29927.jpg
22430,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22430,/data/images/22430.jpg
14751,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14751,/data/images/14751.jpg
13209,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13209,/data/images/13209.jpg
10492,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10492,/data/images/10492.jpg
2336,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 2336,/data/images/2336.jpg
32274,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32274,/data/images/32274.jpg
25457,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25457,/data/images/25457.jpg
27174,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 27174,/data/images/27174.jpg
13774,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13774,/data/images/13774.jpg
28435,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28435,/data/images/28435.jpg
24612,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24612,/data/images/24612.jpg
32546,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32546,/data/images/32546.jpg
24556,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24556,/data/images/24556.jpg
30567,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30567,/data/images/30567.jpg
26155,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26155,/data/images/26155.jpg
11171,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11171,/data/images/11171.jpg
33440,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33440,/data/images/33440.jpg
14604,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14604,/data/images/14604.jpg
31724,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 31724,/data/images/31724.jpg
27364,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 27364,/data/images/27364.jpg
25761,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25761,/data/images/25761.jpg
34647,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34647,/data/images/34647.jpg
26460,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26460,/data/images/26460.jpg
19469,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19469,/data/images/19469.jpg
33138,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33138,/data/images/33138.jpg
34155,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34155,/data/images/34155.jpg
31916,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 31916,/data/images/31916.jpg
20212,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 20212,/data/images/20212.jpg
