id,masterCategory,subCategory,articleType,gender,baseColour,season,usage,productDisplayName
21543,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21543
26666,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26666
14813,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14813
32926,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32926
11866,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11866
15097,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15097
33534,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33534
25163,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25163
17334,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17334
28730,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28730
32433,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32433
30746,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30746
12863,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 12863
33076,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33076
13246,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13246
15363,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15363
34473,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34473
25882,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25882
34113,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34113
30112,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30112
1889,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 1889
23108,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 23108
31117,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 31117
21897,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21897
34182,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34182
15924,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15924
18772,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 18772
29575,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29575
22135,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22135
26325,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26325
19665,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19665
16063,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16063
29446,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29446
13264,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13264
11783,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11783
17094,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17094
16464,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16464
17490,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17490
15393,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15393
21319,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21319
27263,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 27263
23727,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 23727
22110,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22110
11349,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11349
12920,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 12920
19537,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19537
15938,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15938
17141,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17141
10096,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10096
14453,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14453
14487,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14487
26590,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26590
21224,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21224
29747,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29747
34649,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34649
25386,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25386
22932,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22932
15481,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15481
10326,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10326
1848,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 1848
19592,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19592
25071,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25071
33506,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33506
33494,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33494
30599,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30599
24487,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24487
10134,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10134
20735,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 20735
2276,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 2276
24529,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24529
19620,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19620
18740,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 18740
13680,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13680
13981,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13981
24972,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24972
13871,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13871
19942,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19942
2109,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 2109
10755,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10755
31202,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 31202
22326,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22326
21113,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21113
18861,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 18861
29963,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29963
20850,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 20850
24293,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24293
11084,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11084
16832,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16832
19738,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19738
21335,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21335
16742,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16742
10998,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10998
10020,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10020
10348,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10348
17211,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17211
25179,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25179
11558,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11558
10510,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10510
2165,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 2165
11033,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11033
19142,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19142
14943,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14943
26933,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26933
17996,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17996
34261,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34261
27205,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 27205
27184,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 27184
15312,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15312
29955,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29955
24364,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24364
24380,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24380
28218,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28218
34653,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34653
12344,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 12344
33946,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33946
22295,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22295
12156,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 12156
19231,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19231
30542,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30542
28832,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28832
23905,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 23905
28030,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28030
29581,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29581
22830,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22830
16112,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16112
23965,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 23965
29949,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29949
29927,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29927
22430,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22430
14751,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14751
13209,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13209
10492,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10492
2336,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 2336
32274,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32274
25457,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25457
27174,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 27174
13774,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13774
28435,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28435
24612,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24612
32546,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32546
24556,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24556
30567,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30567
26155,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26155
11171,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11171
33440,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33440
14604,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14604
31724,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 31724
27364,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 27364
25761,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25761
34647,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34647
26460,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26460
19469,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 19469
33138,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33138
34155,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34155
31916,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 31916
20212,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 20212
26709,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26709
24637,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24637
11221,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 11221
27858,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 27858
34453,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34453
24295,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24295
25900,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25900
30867,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30867
33307,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33307
29796,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29796
20246,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 20246
29920,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 29920
27532,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 27532
16283,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16283
2026,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 2026
32066,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32066
17911,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17911
10423,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10423
33580,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33580
3132,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 3132
32552,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32552
15172,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15172
15611,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15611
26199,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26199
32768,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32768
10448,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10448
13875,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13875
24888,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24888
18573,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 18573
21533,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21533
13430,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 13430
10769,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10769
32187,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32187
15010,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15010
28243,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28243
33212,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33212
17311,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17311
16822,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 16822
26591,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26591
10738,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10738
10307,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10307
30242,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30242
24333,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 24333
32536,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32536
28268,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28268
32042,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 32042
1763,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 1763
21615,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 21615
17034,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17034
25347,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 25347
31282,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 31282
2556,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 2556
30808,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 30808
23166,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 23166
10478,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 10478
28424,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 28424
22747,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 22747
26150,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 26150
15719,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15719
20942,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 20942
31800,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 31800
2091,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 2091
34049,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 34049
14982,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 14982
15638,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 15638
33336,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33336
17504,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 17504
33070,Apparel,Topwear,Tshirts,Unisex,Blue,Summer,Casual,Test Product 33070
